Frequency (Hz)	Level (dB)
17861.791992	-99.266312
17862.464905	-98.768631
17863.137817	-98.969139
17863.810730	-98.675522
17864.483643	-99.285706
17865.156555	-99.330063
17865.829468	-99.328674
17866.502380	-99.175491
17867.175293	-99.065643
17867.848206	-98.421867
17868.521118	-98.332626
17869.194031	-99.125710
17869.866943	-99.157036
17870.539856	-99.386734
17871.212769	-99.241058
17871.885681	-98.711823
17872.558594	-99.467201
17873.231506	-99.652710
17873.904419	-99.499329
17874.577332	-99.390900
17875.250244	-99.088951
17875.923157	-98.755379
17876.596069	-98.996857
17877.268982	-99.428757
17877.941895	-99.170845
17878.614807	-98.738258
17879.287720	-99.010376
17879.960632	-99.173790
17880.633545	-98.639763
17881.306458	-98.703506
17881.979370	-99.286095
17882.652283	-99.207260
17883.325195	-99.416924
17883.998108	-99.051857
17884.671021	-99.165947
17885.343933	-99.067444
17886.016846	-98.554016
17886.689758	-98.782982
17887.362671	-99.103996
17888.035583	-99.131271
17888.708496	-98.669113
17889.381409	-98.535263
17890.054321	-98.849876
17890.727234	-99.532387
17891.400146	-99.545006
17892.073059	-99.521187
17892.745972	-100.223091
17893.418884	-99.652763
17894.091797	-99.350739
17894.764709	-99.162971
17895.437622	-99.400452
17896.110535	-98.793312
17896.783447	-99.153046
17897.456360	-99.306015
17898.129272	-99.049332
17898.802185	-99.034088
17899.475098	-99.373093
17900.148010	-99.363548
17900.820923	-99.032494
17901.493835	-98.573769
17902.166748	-99.054558
17902.839661	-98.885483
17903.512573	-99.281509
17904.185486	-99.543388
17904.858398	-99.037064
17905.531311	-99.325119
17906.204224	-99.127357
17906.877136	-99.160194
17907.550049	-99.176178
17908.222961	-98.843880
17908.895874	-98.753227
17909.568787	-99.196930
17910.241699	-99.299469
17910.914612	-99.405190
17911.587524	-99.288635
17912.260437	-99.053856
17912.933350	-99.621613
17913.606262	-99.654976
17914.279175	-99.221359
17914.952087	-99.347191
17915.625000	-99.592499
17916.297913	-99.128441
17916.970825	-98.656975
17917.643738	-99.196739
17918.316650	-99.491356
17918.989563	-99.723747
17919.662476	-99.283699
17920.335388	-98.756142
17921.008301	-98.655563
17921.681213	-99.299217
17922.354126	-99.258232
17923.027039	-99.245659
17923.699951	-98.885872
17924.372864	-98.967216
17925.045776	-99.261276
17925.718689	-99.168961
17926.391602	-99.137909
17927.064514	-99.145874
17927.737427	-99.447914
17928.410339	-99.476135
17929.083252	-99.332458
17929.756165	-99.571747
17930.429077	-99.285522
17931.101990	-99.129959
17931.774902	-99.216415
17932.447815	-98.823387
17933.120728	-99.175873
17933.793640	-98.705467
17934.466553	-99.285187
17935.139465	-99.760124
17935.812378	-99.427391
17936.485291	-98.986893
17937.158203	-98.505814
17937.831116	-98.753792
17938.504028	-98.715721
17939.176941	-98.487335
17939.849854	-98.899490
17940.522766	-99.104210
17941.195679	-98.790657
17941.868591	-99.007904
17942.541504	-98.841370
17943.214417	-98.836365
17943.887329	-98.783150
17944.560242	-99.086227
17945.233154	-99.089752
17945.906067	-99.375229
17946.578979	-98.959267
17947.251892	-98.905266
17947.924805	-98.994415
17948.597717	-99.252625
17949.270630	-99.484749
17949.943542	-99.245506
17950.616455	-98.652771
17951.289368	-99.125458
17951.962280	-99.133797
17952.635193	-98.770081
17953.308105	-99.391121
17953.981018	-99.187294
17954.653931	-98.875153
17955.326843	-98.767235
17955.999756	-99.082939
17956.672668	-98.781639
17957.345581	-98.758766
17958.018494	-99.023743
17958.691406	-98.052429
17959.364319	-98.902275
17960.037231	-99.208946
17960.710144	-99.398621
17961.383057	-99.494484
17962.055969	-99.166962
17962.728882	-98.930038
17963.401794	-98.995392
17964.074707	-99.118164
17964.747620	-99.140846
17965.420532	-99.007248
17966.093445	-99.494576
17966.766357	-99.047112
17967.439270	-98.838875
17968.112183	-99.392365
17968.785095	-98.612373
17969.458008	-99.613731
17970.130920	-99.328262
17970.803833	-99.497604
17971.476746	-99.182945
17972.149658	-98.403435
17972.822571	-99.276711
17973.495483	-98.910759
17974.168396	-98.960258
17974.841309	-98.834572
17975.514221	-99.222794
17976.187134	-98.147614
17976.860046	-98.112000
17977.532959	-98.589714
17978.205872	-99.383804
17978.878784	-99.263268
17979.551697	-98.980881
17980.224609	-99.166702
17980.897522	-99.232574
17981.570435	-99.049286
17982.243347	-98.809097
17982.916260	-98.635521
17983.589172	-98.777512
17984.262085	-98.901741
17984.934998	-98.519699
17985.607910	-99.109062
17986.280823	-98.676712
17986.953735	-99.004242
17987.626648	-99.240601
17988.299561	-99.139099
17988.972473	-99.544540
17989.645386	-98.904602
17990.318298	-98.790726
17990.991211	-99.461746
17991.664124	-98.944008
17992.337036	-99.602814
17993.009949	-99.361916
17993.682861	-99.126831
17994.355774	-98.623001
17995.028687	-98.999359
17995.701599	-97.920250
17996.374512	-97.953476
17997.047424	-98.758125
17997.720337	-98.826500
17998.393250	-99.029266
17999.066162	-98.316185
17999.739075	-92.611694
18000.411987	-94.017410
18001.084900	-98.595985
18001.757813	-98.490570
18002.430725	-98.563927
18003.103638	-98.307289
18003.776550	-99.106316
18004.449463	-98.609123
18005.122375	-99.744629
18005.795288	-98.765869
18006.468201	-98.372055
18007.141113	-97.967590
18007.814026	-98.730705
18008.486938	-99.306023
18009.159851	-99.083420
18009.832764	-98.827560
18010.505676	-98.977249
18011.178589	-98.424614
18011.851501	-98.458542
18012.524414	-98.500168
18013.197327	-98.860115
18013.870239	-98.759338
18014.543152	-98.752449
18015.216064	-98.803635
18015.888977	-98.603966
18016.561890	-98.895439
18017.234802	-98.845177
18017.907715	-98.899979
18018.580627	-98.777534
18019.253540	-98.934471
18019.926453	-98.914993
18020.599365	-99.254860
18021.272278	-98.856735
18021.945190	-98.910622
18022.618103	-98.933899
18023.291016	-98.819595
18023.963928	-98.993835
18024.636841	-99.461464
18025.309753	-98.566376
18025.982666	-98.646851
18026.655579	-99.073174
18027.328491	-98.875633
18028.001404	-98.337776
18028.674316	-98.685745
18029.347229	-98.439926
18030.020142	-98.274246
18030.693054	-98.776436
18031.365967	-98.433929
18032.038879	-98.760025
18032.711792	-98.727203
18033.384705	-98.488022
18034.057617	-98.524162
18034.730530	-98.668991
18035.403442	-98.515717
18036.076355	-98.707489
18036.749268	-98.735046
18037.422180	-98.716988
18038.095093	-98.473198
18038.768005	-98.829765
18039.440918	-98.556847
18040.113831	-98.825218
18040.786743	-99.256081
18041.459656	-99.268051
18042.132568	-99.018097
18042.805481	-98.351120
18043.478394	-98.290657
18044.151306	-98.733559
18044.824219	-99.304230
18045.497131	-99.462105
18046.170044	-99.172882
18046.842957	-99.350868
18047.515869	-98.932091
18048.188782	-98.827553
18048.861694	-98.601334
18049.534607	-97.797028
18050.207520	-97.705956
18050.880432	-98.324684
18051.553345	-98.584259
18052.226257	-98.785454
18052.899170	-98.603065
18053.572083	-98.966454
18054.244995	-98.909409
18054.917908	-98.872009
18055.590820	-99.403824
18056.263733	-98.592728
18056.936646	-98.360550
18057.609558	-98.623177
18058.282471	-99.124374
18058.955383	-98.818741
18059.628296	-98.895218
18060.301208	-98.903198
18060.974121	-99.015701
18061.647034	-98.960526
18062.319946	-99.008461
18062.992859	-98.721733
18063.665771	-98.658112
18064.338684	-99.097878
18065.011597	-99.008888
18065.684509	-98.671883
18066.357422	-99.162384
18067.030334	-98.954620
18067.703247	-98.476410
18068.376160	-99.152542
18069.049072	-99.520065
18069.721985	-99.241234
18070.394897	-98.249840
18071.067810	-98.312912
18071.740723	-98.382126
18072.413635	-98.126518
18073.086548	-97.866875
18073.759460	-98.434837
18074.432373	-98.903313
18075.105286	-98.683983
18075.778198	-99.160469
18076.451111	-98.795647
18077.124023	-98.297058
18077.796936	-98.338074
18078.469849	-98.406006
18079.142761	-98.700684
18079.815674	-98.518814
18080.488586	-98.717262
18081.161499	-98.999428
18081.834412	-98.982391
18082.507324	-98.893166
18083.180237	-98.475677
18083.853149	-98.771446
18084.526062	-99.076805
18085.198975	-99.283127
18085.871887	-98.777657
18086.544800	-98.633568
18087.217712	-98.660782
18087.890625	-98.763245
18088.563538	-98.569817
18089.236450	-98.770378
18089.909363	-99.170250
18090.582275	-98.651306
18091.255188	-98.889931
18091.928101	-99.068771
18092.601013	-98.160690
18093.273926	-97.898506
18093.946838	-98.496010
18094.619751	-98.374146
18095.292664	-99.019653
18095.965576	-98.546646
18096.638489	-97.666924
18097.311401	-98.519569
18097.984314	-98.577072
18098.657227	-98.325005
18099.330139	-98.610016
18100.003052	-98.355614
18100.675964	-98.405975
18101.348877	-98.384857
18102.021790	-98.725876
18102.694702	-98.716805
18103.367615	-97.802475
18104.040527	-97.937553
18104.713440	-98.601196
18105.386353	-98.934784
18106.059265	-98.586784
18106.732178	-98.302467
18107.405090	-98.368034
18108.078003	-98.760788
18108.750916	-98.315239
18109.423828	-97.894875
18110.096741	-98.099129
18110.769653	-97.915245
18111.442566	-97.716034
18112.115479	-98.507881
18112.788391	-98.770409
18113.461304	-98.122520
18114.134216	-98.312714
18114.807129	-98.879898
18115.480042	-98.590668
18116.152954	-98.439827
18116.825867	-98.199226
18117.498779	-97.894341
18118.171692	-98.118385
18118.844604	-98.498192
18119.517517	-98.045082
18120.190430	-97.593506
18120.863342	-97.888672
18121.536255	-97.680290
18122.209167	-98.268257
18122.882080	-98.923744
18123.554993	-98.824562
18124.227905	-98.341942
18124.900818	-98.243340
18125.573730	-98.208466
18126.246643	-98.297600
18126.919556	-98.250603
18127.592468	-98.474876
18128.265381	-98.455429
18128.938293	-97.887085
18129.611206	-98.043968
18130.284119	-98.876045
18130.957031	-98.986526
18131.629944	-99.019707
18132.302856	-98.938591
18132.975769	-97.562538
18133.648682	-97.681686
18134.321594	-97.928299
18134.994507	-97.529655
18135.667419	-98.069504
18136.340332	-98.451729
18137.013245	-98.147263
18137.686157	-97.967865
18138.359070	-97.584808
18139.031982	-98.050102
18139.704895	-98.313904
18140.377808	-98.717766
18141.050720	-98.048531
18141.723633	-97.362465
18142.396545	-97.929848
18143.069458	-97.565254
18143.742371	-97.712708
18144.415283	-98.556656
18145.088196	-98.687775
18145.761108	-98.121017
18146.434021	-97.635262
18147.106934	-97.710098
18147.779846	-97.735268
18148.452759	-97.332870
18149.125671	-97.888985
18149.798584	-98.057846
18150.471497	-97.537079
18151.144409	-97.516472
18151.817322	-98.014900
18152.490234	-97.792686
18153.163147	-97.363052
18153.836060	-98.034897
18154.508972	-98.060455
18155.181885	-97.601517
18155.854797	-97.313919
18156.527710	-97.372162
18157.200623	-97.648438
18157.873535	-97.797867
18158.546448	-97.918198
18159.219360	-98.084343
18159.892273	-98.512901
18160.565186	-98.155731
18161.238098	-97.969582
18161.911011	-98.097229
18162.583923	-97.847931
18163.256836	-98.120621
18163.929749	-97.624062
18164.602661	-97.430466
18165.275574	-97.546974
18165.948486	-98.052032
18166.621399	-98.367264
18167.294312	-98.299194
18167.967224	-98.427948
18168.640137	-98.576614
18169.313049	-98.103668
18169.985962	-97.587700
18170.658875	-97.608749
18171.331787	-97.876595
18172.004700	-98.065048
18172.677612	-98.138702
18173.350525	-98.017647
18174.023438	-98.063339
18174.696350	-97.803146
18175.369263	-98.218880
18176.042175	-98.358406
18176.715088	-97.763763
18177.388000	-97.536530
18178.060913	-97.687553
18178.733826	-97.637741
18179.406738	-97.527496
18180.079651	-97.731659
18180.752563	-97.735695
18181.425476	-97.209702
18182.098389	-97.605179
18182.771301	-97.673836
18183.444214	-98.065346
18184.117126	-97.944626
18184.790039	-97.674934
18185.462952	-97.476906
18186.135864	-97.812462
18186.808777	-97.293633
18187.481689	-97.650299
18188.154602	-98.101044
18188.827515	-97.541779
18189.500427	-97.612602
18190.173340	-97.241341
18190.846252	-97.075340
18191.519165	-97.268936
18192.192078	-97.367180
18192.864990	-97.619530
18193.537903	-97.107872
18194.210815	-97.207695
18194.883728	-98.199059
18195.556641	-97.578659
18196.229553	-97.372482
18196.902466	-97.378685
18197.575378	-97.087189
18198.248291	-97.370667
18198.921204	-97.018929
18199.594116	-97.604134
18200.267029	-97.612381
18200.939941	-97.395584
18201.612854	-97.457756
18202.285767	-97.804565
18202.958679	-98.159508
18203.631592	-97.559120
18204.304504	-97.507164
18204.977417	-97.110870
18205.650330	-97.260025
18206.323242	-97.532608
18206.996155	-97.815315
18207.669067	-97.214272
18208.341980	-97.074608
18209.014893	-97.174118
18209.687805	-97.045929
18210.360718	-96.715233
18211.033630	-97.775932
18211.706543	-97.625496
18212.379456	-97.276062
18213.052368	-97.564316
18213.725281	-97.359367
18214.398193	-97.674637
18215.071106	-98.273003
18215.744019	-98.100388
18216.416931	-97.615562
18217.089844	-97.257973
18217.762756	-97.273132
18218.435669	-96.962837
18219.108582	-97.038200
18219.781494	-97.481377
18220.454407	-97.790886
18221.127319	-97.775719
18221.800232	-97.313797
18222.473145	-97.032845
18223.146057	-97.313072
18223.818970	-97.362556
18224.491882	-97.217247
18225.164795	-97.526199
18225.837708	-97.230324
18226.510620	-97.195480
18227.183533	-97.571793
18227.856445	-97.850258
18228.529358	-97.573807
18229.202271	-96.835167
18229.875183	-97.052048
18230.548096	-96.629471
18231.221008	-96.879532
18231.893921	-96.513489
18232.566833	-96.970886
18233.239746	-97.153931
18233.912659	-97.091965
18234.585571	-97.294411
18235.258484	-97.526909
18235.931396	-96.882904
18236.604309	-97.012085
18237.277222	-97.111717
18237.950134	-97.198654
18238.623047	-97.795082
18239.295959	-97.216431
18239.968872	-97.882927
18240.641785	-97.480034
18241.314697	-97.262192
18241.987610	-97.417236
18242.660522	-97.652481
18243.333435	-98.163910
18244.006348	-97.774925
18244.679260	-97.870049
18245.352173	-97.186966
18246.025085	-97.253242
18246.697998	-97.844490
18247.370911	-96.747887
18248.043823	-97.160713
18248.716736	-97.533150
18249.389648	-97.467110
18250.062561	-97.046188
18250.735474	-96.932358
18251.408386	-96.814857
18252.081299	-96.781654
18252.754211	-96.996277
18253.427124	-96.532799
18254.100037	-96.485168
18254.772949	-96.697098
18255.445862	-96.717651
18256.118774	-96.493462
18256.791687	-96.840630
18257.464600	-96.893967
18258.137512	-96.851654
18258.810425	-97.205734
18259.483337	-97.772438
18260.156250	-97.490471
18260.829163	-97.043777
18261.502075	-97.134827
18262.174988	-97.650276
18262.847900	-96.346741
18263.520813	-96.395317
18264.193726	-96.601311
18264.866638	-96.977562
18265.539551	-97.125320
18266.212463	-97.245132
18266.885376	-97.010452
18267.558289	-97.340408
18268.231201	-96.784866
18268.904114	-97.357788
18269.577026	-97.027863
18270.249939	-96.617348
18270.922852	-97.224495
18271.595764	-97.029900
18272.268677	-96.317574
18272.941589	-97.263107
18273.614502	-97.285828
18274.287415	-97.504097
18274.960327	-97.247536
18275.633240	-97.053200
18276.306152	-96.834778
18276.979065	-96.946854
18277.651978	-96.920097
18278.324890	-96.594833
18278.997803	-96.586975
18279.670715	-97.242897
18280.343628	-97.155251
18281.016541	-97.363190
18281.689453	-96.698738
18282.362366	-96.477852
18283.035278	-96.298157
18283.708191	-96.734528
18284.381104	-97.552147
18285.054016	-97.912041
18285.726929	-97.796318
18286.399841	-97.052696
18287.072754	-97.917450
18287.745667	-96.791748
18288.418579	-96.459839
18289.091492	-96.872925
18289.764404	-96.880173
18290.437317	-96.865837
18291.110229	-96.613083
18291.783142	-96.794258
18292.456055	-96.759697
18293.128967	-96.160255
18293.801880	-96.412209
18294.474792	-96.259682
18295.147705	-96.587349
18295.820618	-97.032654
18296.493530	-96.777969
18297.166443	-96.617622
18297.839355	-96.928940
18298.512268	-97.130859
18299.185181	-96.523628
18299.858093	-96.563553
18300.531006	-96.631058
18301.203918	-97.013329
18301.876831	-97.082092
18302.549744	-96.513832
18303.222656	-96.818260
18303.895569	-97.083595
18304.568481	-97.198524
18305.241394	-96.412582
18305.914307	-96.327248
18306.587219	-96.359787
18307.260132	-95.978874
18307.933044	-96.175613
18308.605957	-96.663895
18309.278870	-96.517410
18309.951782	-96.801445
18310.624695	-96.311531
18311.297607	-97.161827
18311.970520	-97.588509
18312.643433	-97.121071
18313.316345	-96.634560
18313.989258	-96.469360
18314.662170	-96.422211
18315.335083	-96.351662
18316.007996	-96.934090
18316.680908	-96.648346
18317.353821	-96.454048
18318.026733	-96.392303
18318.699646	-96.222878
18319.372559	-96.660088
18320.045471	-96.769623
18320.718384	-97.236748
18321.391296	-97.419365
18322.064209	-96.909706
18322.737122	-96.574974
18323.410034	-96.454216
18324.082947	-96.138931
18324.755859	-96.619530
18325.428772	-96.519615
18326.101685	-96.539261
18326.774597	-96.740334
18327.447510	-96.404800
18328.120422	-95.887695
18328.793335	-94.908455
18329.466248	-94.715294
18330.139160	-95.028038
18330.812073	-94.921692
18331.484985	-94.380379
18332.157898	-93.962128
18332.830811	-94.499054
18333.503723	-94.396126
18334.176636	-95.028076
18334.849548	-95.165764
18335.522461	-94.765396
18336.195374	-95.377586
18336.868286	-96.038757
18337.541199	-95.589272
18338.214111	-96.284859
18338.887024	-96.327484
18339.559937	-95.986488
18340.232849	-96.337219
18340.905762	-96.881241
18341.578674	-96.384026
18342.251587	-96.038071
18342.924500	-96.114677
18343.597412	-95.708008
18344.270325	-96.185989
18344.943237	-96.422974
18345.616150	-96.206421
18346.289063	-96.115974
18346.961975	-96.495636
18347.634888	-97.086174
18348.307800	-96.521179
18348.980713	-96.314201
18349.653625	-96.254372
18350.326538	-95.773766
18350.999451	-95.695587
18351.672363	-95.759567
18352.345276	-95.952675
18353.018188	-96.191284
18353.691101	-95.457817
18354.364014	-95.175995
18355.036926	-95.184921
18355.709839	-95.182518
18356.382751	-96.229782
18357.055664	-95.980469
18357.728577	-95.813187
18358.401489	-95.773560
18359.074402	-95.761086
18359.747314	-95.588631
18360.420227	-95.876053
18361.093140	-96.058830
18361.766052	-96.811264
18362.438965	-96.236038
18363.111877	-95.950989
18363.784790	-96.430580
18364.457703	-96.043884
18365.130615	-96.366310
18365.803528	-96.276176
18366.476440	-96.480240
18367.149353	-95.864525
18367.822266	-95.686539
18368.495178	-95.668816
18369.168091	-95.557045
18369.841003	-96.107796
18370.513916	-96.683449
18371.186829	-96.910583
18371.859741	-95.925797
18372.532654	-95.737221
18373.205566	-95.480721
18373.878479	-95.371407
18374.551392	-95.883568
18375.224304	-95.915512
18375.897217	-95.527672
18376.570129	-95.810043
18377.243042	-95.920654
18377.915955	-95.690025
18378.588867	-95.014137
18379.261780	-95.409271
18379.934692	-95.730156
18380.607605	-95.848335
18381.280518	-96.128815
18381.953430	-95.854927
18382.626343	-95.162086
18383.299255	-95.647110
18383.972168	-95.827591
18384.645081	-95.776451
18385.317993	-95.653038
18385.990906	-95.517479
18386.663818	-95.698738
18387.336731	-95.293610
18388.009644	-94.899498
18388.682556	-94.477829
18389.355469	-94.964355
18390.028381	-95.386925
18390.701294	-95.208557
18391.374207	-95.321960
18392.047119	-94.915955
18392.720032	-95.063507
18393.392944	-94.802116
18394.065857	-94.123596
18394.738770	-93.241272
18395.411682	-93.013947
18396.084595	-91.613091
18396.757507	-89.638435
18397.430420	-87.873497
18398.103333	-86.022049
18398.776245	-85.269958
18399.449158	-85.378418
18400.122070	-84.640411
18400.794983	-83.310760
18401.467896	-83.184860
18402.140808	-84.271652
18402.813721	-84.935715
18403.486633	-85.541618
18404.159546	-85.086533
18404.832458	-85.830582
18405.505371	-88.301338
18406.178284	-89.735779
18406.851196	-90.138870
18407.524109	-92.024017
18408.197021	-93.878853
18408.869934	-94.507805
18409.542847	-94.781677
18410.215759	-94.815018
18410.888672	-95.236519
18411.561584	-95.555252
18412.234497	-94.920700
18412.907410	-94.976555
18413.580322	-95.786850
18414.253235	-95.885864
18414.926147	-95.446060
18415.599060	-95.483917
18416.271973	-95.590714
18416.944885	-95.979614
18417.617798	-95.376274
18418.290710	-95.505249
18418.963623	-95.604240
18419.636536	-95.457939
18420.309448	-95.971252
18420.982361	-95.613907
18421.655273	-95.584473
18422.328186	-95.328407
18423.001099	-95.250740
18423.674011	-95.789764
18424.346924	-95.828819
18425.019836	-95.673805
18425.692749	-95.299118
18426.365662	-96.122650
18427.038574	-95.741516
18427.711487	-95.549049
18428.384399	-95.879074
18429.057312	-96.016502
18429.730225	-95.435425
18430.403137	-95.301086
18431.076050	-95.759148
18431.748962	-96.622627
18432.421875	-96.408890
18433.094788	-96.176231
18433.767700	-95.947830
18434.440613	-95.947174
18435.113525	-96.256264
18435.786438	-96.079109
18436.459351	-95.768608
18437.132263	-96.341698
18437.805176	-96.208435
18438.478088	-96.167122
18439.151001	-95.910431
18439.823914	-95.769524
18440.496826	-95.957657
18441.169739	-96.688232
18441.842651	-96.272018
18442.515564	-95.907936
18443.188477	-96.127281
18443.861389	-96.561867
18444.534302	-95.813705
18445.207214	-95.407402
18445.880127	-95.936897
18446.553040	-95.915146
18447.225952	-95.480270
18447.898865	-95.864639
18448.571777	-95.633247
18449.244690	-95.405975
18449.917603	-95.392723
18450.590515	-95.631958
18451.263428	-95.966621
18451.936340	-95.989830
18452.609253	-95.248940
18453.282166	-95.255913
18453.955078	-95.533768
18454.627991	-95.617256
18455.300903	-96.255562
18455.973816	-95.895355
18456.646729	-95.935837
18457.319641	-96.597771
18457.992554	-96.527184
18458.665466	-96.144012
18459.338379	-95.853752
18460.011292	-96.411011
18460.684204	-96.573326
18461.357117	-96.351379
18462.030029	-96.180069
18462.702942	-95.726669
18463.375854	-96.262222
18464.048767	-96.268600
18464.721680	-96.737495
18465.394592	-96.938576
18466.067505	-96.661064
18466.740417	-95.171982
18467.413330	-94.842896
18468.086243	-94.891998
18468.759155	-94.922676
18469.432068	-94.221741
18470.104980	-94.830368
18470.777893	-95.361053
18471.450806	-94.905212
18472.123718	-94.654617
18472.796631	-95.178223
18473.469543	-95.187660
18474.142456	-96.370392
18474.815369	-96.297867
18475.488281	-95.893776
18476.161194	-95.789764
18476.834106	-96.308685
18477.507019	-96.549736
18478.179932	-96.150162
18478.852844	-96.333809
18479.525757	-96.821449
18480.198669	-97.000328
18480.871582	-96.679115
18481.544495	-96.575951
18482.217407	-96.811516
18482.890320	-96.433899
18483.563232	-96.231331
18484.236145	-97.085442
18484.909058	-96.403854
18485.581970	-96.124969
18486.254883	-96.931999
18486.927795	-97.206902
18487.600708	-96.632111
18488.273621	-96.555748
18488.946533	-96.352066
18489.619446	-96.300407
18490.292358	-96.018486
18490.965271	-96.532600
18491.638184	-96.945023
18492.311096	-96.496468
18492.984009	-96.311234
18493.656921	-96.701736
18494.329834	-96.062241
18495.002747	-95.877327
18495.675659	-96.560295
18496.348572	-96.323219
18497.021484	-96.446602
18497.694397	-96.646507
18498.367310	-97.107994
18499.040222	-96.981903
18499.713135	-96.495575
18500.386047	-95.967667
18501.058960	-96.394554
18501.731873	-96.760727
18502.404785	-97.178268
18503.077698	-97.306419
18503.750610	-96.708023
18504.423523	-97.185165
18505.096436	-96.567566
18505.769348	-96.524475
18506.442261	-96.970490
18507.115173	-97.048058
18507.788086	-97.299286
18508.460999	-97.073692
18509.133911	-96.744530
18509.806824	-96.702209
18510.479736	-96.650848
18511.152649	-96.869148
18511.825562	-97.036674
18512.498474	-96.788414
18513.171387	-97.242500
18513.844299	-96.731552
18514.517212	-96.506821
18515.190125	-96.200676
18515.863037	-96.511658
18516.535950	-96.867020
18517.208862	-97.534065
18517.881775	-97.362244
18518.554688	-97.120605
18519.227600	-96.563881
18519.900513	-96.434029
18520.573425	-96.128426
18521.246338	-96.222862
18521.919250	-96.523140
18522.592163	-96.518951
18523.265076	-96.053299
18523.937988	-96.523125
18524.610901	-96.429871
18525.283813	-96.659821
18525.956726	-96.792580
18526.629639	-97.283699
18527.302551	-97.435364
18527.975464	-97.268059
18528.648376	-97.052658
18529.321289	-97.102104
18529.994202	-97.325569
18530.667114	-97.155952
18531.340027	-97.431824
18532.012939	-96.995178
18532.685852	-96.799950
18533.358765	-96.560890
18534.031677	-96.702759
18534.704590	-97.094620
18535.377502	-96.452438
18536.050415	-96.967186
18536.723328	-97.005447
18537.396240	-97.099892
18538.069153	-96.510849
18538.742065	-96.753197
18539.414978	-96.900375
18540.087891	-97.297096
18540.760803	-97.498421
18541.433716	-97.244812
18542.106628	-97.052658
18542.779541	-96.805214
18543.452454	-96.871864
18544.125366	-96.902908
18544.798279	-97.170242
18545.471191	-97.172554
18546.144104	-97.188744
18546.817017	-97.135872
18547.489929	-97.394295
18548.162842	-97.504570
18548.835754	-97.438911
18549.508667	-96.971504
18550.181580	-97.371315
18550.854492	-97.587555
18551.527405	-97.387383
18552.200317	-97.276604
18552.873230	-97.139046
18553.546143	-97.192123
18554.219055	-97.918289
18554.891968	-97.900627
18555.564880	-97.411766
18556.237793	-97.129120
18556.910706	-97.159569
18557.583618	-97.336273
18558.256531	-97.401962
18558.929443	-97.469833
18559.602356	-97.549896
18560.275269	-97.067352
18560.948181	-96.672737
18561.621094	-97.262344
18562.294006	-97.277084
18562.966919	-97.907486
18563.639832	-97.165405
18564.312744	-97.087891
18564.985657	-97.642517
18565.658569	-97.475319
18566.331482	-97.756607
18567.004395	-97.833984
18567.677307	-97.406647
18568.350220	-97.538528
18569.023132	-97.099693
18569.696045	-97.129814
18570.368958	-96.706642
18571.041870	-96.980553
18571.714783	-96.686760
18572.387695	-97.503273
18573.060608	-97.746811
18573.733521	-97.416481
18574.406433	-97.792648
18575.079346	-98.049088
18575.752258	-97.833183
18576.425171	-97.640999
18577.098083	-97.761948
18577.770996	-97.418289
18578.443909	-97.333473
18579.116821	-96.929901
18579.789734	-96.560844
18580.462646	-97.087418
18581.135559	-97.526176
18581.808472	-97.421700
18582.481384	-96.845871
18583.154297	-97.257141
18583.827209	-97.549973
18584.500122	-97.509056
18585.173035	-97.848274
18585.845947	-97.717079
18586.518860	-97.353477
18587.191772	-97.329758
18587.864685	-97.536110
18588.537598	-97.408234
18589.210510	-97.674408
18589.883423	-97.559410
18590.556335	-98.200531
18591.229248	-98.102867
18591.902161	-98.003922
18592.575073	-97.755386
18593.247986	-97.238869
18593.920898	-97.866447
18594.593811	-98.364899
18595.266724	-97.668724
18595.939636	-97.509888
18596.612549	-97.687500
18597.285461	-97.794106
18597.958374	-97.580551
18598.631287	-97.216949
18599.304199	-96.801140
18599.977112	-96.865044
18600.650024	-97.630386
18601.322937	-97.419998
18601.995850	-97.428207
18602.668762	-97.052544
18603.341675	-98.024185
18604.014587	-97.658775
18604.687500	-97.776634
18605.360413	-97.769051
18606.033325	-97.247620
18606.706238	-97.950920
18607.379150	-97.890434
18608.052063	-97.652824
18608.724976	-97.698044
18609.397888	-98.087769
18610.070801	-97.872612
18610.743713	-97.247116
18611.416626	-97.286446
18612.089539	-98.189880
18612.762451	-98.516640
18613.435364	-98.010483
18614.108276	-98.222160
18614.781189	-97.708588
18615.454102	-98.029999
18616.127014	-98.281876
18616.799927	-98.100037
18617.472839	-97.708435
18618.145752	-97.564636
18618.818665	-97.793686
18619.491577	-98.646828
18620.164490	-98.844009
18620.837402	-98.019409
18621.510315	-97.833160
18622.183228	-97.893661
18622.856140	-98.145470
18623.529053	-97.744545
18624.201965	-97.974983
18624.874878	-97.942711
18625.547791	-98.018913
18626.220703	-97.712357
18626.893616	-97.239311
18627.566528	-97.847061
18628.239441	-98.108704
18628.912354	-97.944031
18629.585266	-97.662483
18630.258179	-97.899452
18630.931091	-98.093742
18631.604004	-98.180275
18632.276917	-98.034081
18632.949829	-98.119606
18633.622742	-98.373222
18634.295654	-97.998085
18634.968567	-98.441582
18635.641479	-98.834381
18636.314392	-98.226044
18636.987305	-97.911980
18637.660217	-98.334183
18638.333130	-98.818825
18639.006042	-98.636642
18639.678955	-98.547104
18640.351868	-98.045921
18641.024780	-98.145844
18641.697693	-98.140816
18642.370605	-97.846413
18643.043518	-98.450844
18643.716431	-98.060486
18644.389343	-97.876480
18645.062256	-97.834999
